0.525	4.813	0.007
0.575	3.929	0.006
0.625	3.245	0.006
0.675	2.694	0.005
0.725	2.271	0.004
0.775	1.916	0.004
0.825	1.618	0.004
0.875	1.377	0.003
0.925	1.181	0.003
0.975	1.002	0.003
1.05	0.8062	0.0016
1.15	0.6042	0.0014
1.25	0.4619	0.0012
1.35	0.3537	0.0010
1.45	0.2740	0.0008
1.55	0.2121	0.0007
1.65	0.164	0.0006
1.75	0.1305	0.0005
1.85	0.1049	0.0005
1.95	0.08376	0.00042
2.1	0.06139	0.00024
2.3	0.04064	0.00019
2.5	0.02680	0.00015
2.7	0.01841	0.00012
2.9	0.01265	0.00009
3.1	0.008811	0.000070
3.3	0.006302	0.000057
3.5	0.004483	0.000046
3.7	0.003239	0.000038
3.9	0.002348	0.000031
4.25	0.001475	0.000015
4.75	0.0007411	0.0000098
5.25	0.0004054	0.0000068
5.75	0.0002313	0.0000049
6.25	0.0001343	0.0000035
6.75	0.00008379	0.00000267
7.5	0.00004389	0.00000130
8.5	0.00001989	0.00000082
9.5	0.000009873	0.000000545
10.5	0.000004884	0.000000364
11.5	0.000003912	0.000000312
12.5	0.000002144	0.000000221
13.5	0.000001350	0.000000169
15.0	0.0000006935	0.0000000812
18.0	0.0000001900	0.0000000274
