0.5     47.2111   0.0077822
0.7     20.5904   0.00412878
0.9     9.69625   0.00245547
1.1     5.018   0.00159345
1.4     2.07619   0.000634855
1.8     0.742265   0.000335311
2.2     0.299619   0.000193309
2.8     0.091144   6.56805e-05
3.6     0.0236655   2.98542e-05
4.4     0.00751655   1.53134e-05
5.2     0.00280495   8.60635e-06
6     0.00119439   5.2147e-06
6.8     0.00055502   3.33575e-06
8.2     0.000179276   1.05476e-06
10.2     4.75333e-05   4.83827e-07
12.2     1.62761e-05   2.56068e-07
15.2     4.32038e-06   7.8589e-08
19.2     1.0988e-06   3.48197e-08
23.2     2.9274e-07   1.34493e-08
31.2     5.36685e-08   2.32042e-09
43.2     7.582e-09   4.78893e-10
55.2     1.30213e-09   7.4369e-11
71.2     2.71323e-10   1.80593e-11
91.2     5.1243e-11   3.2253e-12
111.2     1.32923e-11   4.48889e-13
141.2     2.9771e-12   1.38637e-13
181.2     5.10545e-13   5.4103e-14
