	0.25 	88.3 		4.4   
	0.35 	50.9 		2.6 
	0.45 	29.2 		1.5
	0.55 	17.86 		0.9
	0.65 	10.77 		0.55
	0.75  	6.81 		0.35
	0.85 	4.34 		0.22
	0.95 	2.68 		0.14 
	1.05 	1.93 		0.1
	1.15 	1.19 		0.064
	1.25 	0.888 		0.048
	1.35 	0.599 		0.033
	1.45 	0.445 		0.026 
	1.55 	0.302 		0.018
	1.65 	0.232 		0.014 
	1.75 	0.173 		0.011
	1.85 	0.1206 		0.0083
	1.95 	0.0854 		0.0064
	2.05 	0.0725 		0.0056
	2.15 	0.0551 		0.0045
	2.25 	0.0385 		0.0035
	2.35 	0.0293 		0.0029
	2.45 	0.0235 		0.0025
	2.55 	0.0171 		0.0020
	2.65 	0.0122 		0.0016
	2.75 	0.0107 		0.0015
	2.85 	0.0080 		0.0013
	2.95 	0.0073 		0.0012
	3.05	0.0059 		0.0010
	3.15 	0.00293 	7.0E-4
	3.25 	0.00467 	8.9E-4
	3.35 	0.00282 	6.7E-4
	3.45 	0.00216 	5.7E-4
	3.55 	0.0010	 	2.7E-4
	3.85 	0.0013 		3.0E-4
	4.10 	5.8E-4 		1.6E-4
	4.50 	3.01E-4 	9.4E-5
	4.90 	1.61E-4 	4.9E-5
	5.90 	4.5E-5 		2.0E-5
	7.30 	8.0E-6 		6.0E-6
