0.5     21.5293   0.00612895
0.7     8.48595   0.00318216
0.9     3.67575   0.00182258
1.1     1.73053   0.00112807
1.4     0.62989   0.000419587
1.8     0.192677   0.000204765
2.2     0.067542   0.00011012
2.8     0.0171454   3.38412e-05
3.6     0.00356253   1.37817e-05
4.4     0.00094888   6.46695e-06
5.2     0.000301371   3.38336e-06
6     0.00011374   1.96442e-06
6.8     4.62122e-05   1.17564e-06
8.2     1.25411e-05   3.47382e-07
10.2     2.83558e-06   1.45455e-07
12.2     7.92965e-07   6.938e-08
15.2     1.79288e-07   2.06401e-08
19.2     4.2778e-08   8.9286e-09
23.2     1.72907e-08   5.46295e-09
31.2     5.8107e-10   4.08487e-10
