	0.25 	115.6 		5.8
	0.35 	66.9 		3.3 
	0.45 	39.5 		2.0
	0.55 	24.2 		1.2
	0.65 	15.0 		0.75
	0.75 	9.54 		0.48
	0.85 	6.17 		0.31
	0.95 	4.05 		0.2
	1.05 	2.85 		0.14
	1.15 	1.98 		0.1
	1.25 	1.372 		0.07
	1.35 	0.948 		0.048	
	1.45 	0.691 		0.035
	1.55 	0.501 		0.029 
	1.65 	0.375 		0.019
	1.75 	0.266 		0.014
	1.85 	0.201 		0.011
	1.95 	0.1585 		0.0085
	2.05 	0.1114 		0.0061
	2.15 	0.0903 		0.0050
	2.25 	0.0681 		0.0039
	2.35 	0.0555 		0.0032
	2.45 	0.0404 		0.0025
	2.55 	0.0326 		0.0020
	2.65 	0.0235 		0.0016
	2.75 	0.0209 		0.0014
	2.85 	0.0163 		0.0012
	2.95 	0.0126 		0.0010
	3.05 	0.00997 	8.0E-4
	3.15 	0.00869 	7.2E-4
	3.25 	0.00586 	5.5E-4
	3.35 	0.00492 	4.9E-4
	3.45 	0.00359 	4.0E-4
	3.55 	0.00397 	4.2E-4
	3.65 	0.00355 	3.9E-4
	3.75 	0.0024 		3.0E-4
	3.85 	0.00204 	2.7E-4
	3.95 	0.00191 	2.6E-4
	4.10 	0.00135 	1.5E-4
	4.30 	8.5E-4 		1.1E-4
	4.50 	6.1E-4 		1.0E-4
	4.70 	4.95E-4 	8.2E-5
	4.90 	3.43E-4 	6.8E-5
	5.10 	2.23E-4 	5.3E-5
	5.30 	1.41E-4 	4.1E-5
	5.50 	1.55E-4 	4.2E-5
	5.70 	1.1E-4 		3.5E-5
	5.90 	7.8E-5 		2.3E-5
	6.50 	2.45E-5 	7.6E-6
	7.30 	2.1E-5 		6.7E-6
	8.20 	6.4E-6 		3.1E-6
	9.20 	6.6E-6 		3.0E-6
