0.5	21.5819		0.0065561
0.7	8.4833		0.00340788
0.9	3.67052		0.00196134
1.1	1.72735		0.00121692
1.4	0.62856		0.000453299
1.8	0.192873	0.000222028
2.2	0.067727	0.000119567
2.8	0.0171895	3.67456e-05
3.6	0.00357513	1.49754e-05
4.4	0.000950175	7.0106e-06
5.2	0.000303384	3.67305e-06
6	0.00011541	2.14792e-06
6.8	4.57667e-05	1.25927e-06
8.2	1.26551e-05	3.78974e-07
10.2	2.69526e-06	1.49836e-07
12.2	8.2885e-07	7.67335e-08
15.2	1.82082e-07	2.24227e-08
19.2	4.17255e-08	9.568e-09
23.2	1.78782e-08	5.94815e-09
31.2	7.15225e-10	5.02845e-10
