1.67	0.535	0.0048
1.69	0.5085	0.00455
1.71	0.479	0.00435
1.73	0.452	0.0041
1.75	0.4305	0.00395
1.77	0.4095	0.00375
1.79	0.387	0.00355
1.81	0.366	0.0034
1.83	0.346	0.0032
1.85	0.3295	0.0031
1.87	0.3125	0.003
1.89	0.296	0.00285
1.91	0.2825	0.0027
1.93	0.267	0.0026
1.95	0.2555	0.0025
1.97	0.2435	0.0024
1.99	0.229	0.0023
2.025	0.2115	0.0019
2.075	0.186	0.00165
2.125	0.165	0.0015
2.175	0.1465	0.0013
2.225	0.1305	0.0012
2.275	0.116	0.0011
2.325	0.1035	0.001
2.375	0.092	0.0009
2.425	0.0828	0.0008
2.475	0.07395	0.00075
2.525	0.06595	0.0007
2.575	0.0590	0.0006
2.625	0.05335	0.00055
2.675	0.04765	0.0005
2.725	0.04375	0.00048
2.775	0.0389	0.000435
2.825	0.03535	0.00039
2.875	0.03165	0.000365
2.925	0.02865	0.000335
2.975	0.0263	0.000305
3.025	0.0238	0.00028
3.075	0.02165	0.000265
3.125	0.01965	0.000255
3.175	0.0178	0.000225
3.225	0.01595	0.000205
3.275	0.01495	0.000205
3.325	0.01355	0.000185
3.375	0.0125	0.000175
3.425	0.0113	0.00016
3.475	0.01025	0.000145
3.525	0.0096	0.00014
3.575	0.0087	0.00013
3.625	0.00815	0.000125
3.675	0.00745	0.000115
3.725	0.00685	0.000105
3.775	0.00635	0.0001
3.825	0.0058	9.5e-05
3.875	0.00535	9e-05
3.925	0.00494	8.5e-05
3.975	0.004535	8e-05
4.025	0.004275	7.5e-05
4.075	0.003965	7e-05
4.125	0.003565	7e-05
4.175	0.00341	6.5e-05
4.225	0.00315	6e-05
4.275	0.00287	5.5e-05
4.325	0.00268	5.5e-05
4.375	0.002455	5e-05
4.425	0.002315	4.85e-05
4.475	0.002155	4.7e-05
4.525	0.00196	4.5e-05
4.575	0.00187	4.15e-05
4.625	0.001685	4e-05
4.675	0.001655	3.8e-05
4.725	0.00155	3.65e-05
4.775	0.00144	3.5e-05
4.825	0.001275	3.2e-05
4.875	0.00123	3.1e-05
4.925	0.001145	2.95e-05
4.975	0.001075	2.85e-05
5.1	0.00094	1.65e-05
5.3	0.00071	1.4e-05
5.5	0.00058	1.1e-05
5.7	0.0004455	9.5e-06
5.9	0.0003485	8e-06
6.1	0.000293	7e-06
6.3	0.000228	6e-06
6.5	0.000189	5e-06
6.7	0.000157	4.6e-06
6.9	0.000124	4.1e-06
7.1	0.0001055	3.55e-06
7.3	8.7e-05	3.1e-06
7.5	7.4e-05	2.8e-06
7.7	6.75e-05	2.6e-06
7.9	5.05e-05	2.35e-06
8.1	4.945e-05	2.15e-06
8.3	3.67e-05	1.8e-06
8.5	3.1e-05	1.6e-06
8.7	2.635e-05	1.45e-06
8.9	2.43e-05	1.35e-06
9.1	2.1e-05	1.25e-06
9.3	1.74e-05	1.1e-06
9.5	1.675e-05	1.1e-06
9.7	1.135e-05	8.5e-07
9.9	1.17e-05	9e-07
10.25	9.6e-06	5e-07
10.75	6.8e-06	4.15e-07
11.25	5.45e-06	3.6e-07
11.75	3.605e-06	2.85e-07
12.25	3.345e-06	2.65e-07
12.75	2.325e-06	2.15e-07
13.25	1.285e-06	1.5e-07
13.75	1.345e-06	1.55e-07
14.25	1.175e-06	1.4e-07
14.75	7.8e-07	1.1e-07
15.25	6e-07	9.5e-08
15.75	5.25e-07	9e-08
16.25	3.05e-07	6.5e-08
16.75	5.4e-07	8.5e-08
17.25	2.3e-07	5.5e-08
17.75	1.38e-07	4.25e-08
18.25	1.835e-07	4.9e-08
18.75	2.8e-07	6e-08
19.25	1.595e-07	4.4e-08
19.75	1.56e-07	4.3e-08
20.5	6.6e-08	1.95e-08
21.5	5.7e-08	1.75e-08
22.5	6.05e-08	1.8e-08
23.5	4.57e-08	1.5e-08
24.5	3.81e-08	1.35e-08
25.5	2.39e-08	1.05e-08
26.5	2.75e-08	1.1e-08
27.5	1.7e-08	8.5e-09
28.5	1.05e-08	6.5e-09
29.5	5e-09	4.45e-09
31	2.35e-09	2.1e-09
33	4.6e-09	2.85e-09
35	4.75e-09	2.65e-09
41	1.75e-09	1.6e-09
47	1.6e-09	1.4e-09
