0.405	49.6	0.36
0.415	50.55	0.365
0.425	48.6	0.31
0.435	46.5	0.30
0.445	44.4	0.29
0.455	42.4	0.28
0.465	40.5	0.27
0.475	38.9	0.26
0.485	37.3	0.25
0.495	35.65	0.24
0.505	34.05	0.23
0.515	32.55	0.225
0.525	31.15	0.215
0.535	29.75	0.205
0.545	28.35	0.195
0.555	27.1	0.19
0.565	25.9	0.18
0.575	24.75	0.175
0.585	23.65	0.165
0.595	22.5	0.16
0.605	21.6	0.155
0.615	20.55	0.15
0.625	19.7	0.14
0.635	18.8	0.135
0.645	18.05	0.13
0.655	17.25	0.125
0.665	16.5	0.12
0.675	15.8	0.115
0.685	15.15	0.11
0.695	14.45	0.105
0.705	13.9	0.1
0.715	13.3	0.1
0.725	12.8	0.095
0.735	12.25	0.09
0.745	11.75	0.085
0.755	11.3	0.085
0.765	10.85	0.08
0.775	10.4	0.08
0.785	9.95	0.075
0.795	9.6	0.07
0.805	9.25	0.07
0.815	8.85	0.065
0.825	8.5	0.065
0.835	8.15	0.06
0.845	7.85	0.06
0.855	7.55	0.055
0.865	7.25	0.055
0.875	7	0.055
0.885	6.75	0.05
0.895	6.45	0.05
0.905	6.2	0.048
0.915	6	0.0465
0.925	5.75	0.045
0.935	5.55	0.0435
0.945	5.35	0.041
0.955	5.15	0.0405
0.965	4.99	0.039
0.975	4.795	0.0375
0.985	4.64	0.0365
0.995	4.455	0.035
1.01	4.23	0.0315
1.03	3.945	0.0295
1.05	3.67	0.028
1.07	3.42	0.026
1.09	3.19	0.0245
1.11	2.98	0.023
1.13	2.79	0.0215
1.15	2.61	0.02
1.17	2.43	0.019
1.19	2.28	0.018
1.21	2.135	0.0165
1.23	1.995	0.016
1.25	1.87	0.015
1.27	1.765	0.014
1.29	1.65	0.013
1.31	1.545	0.0125
1.33	1.455	0.0115
1.35	1.365	0.011
1.37	1.285	0.0105
1.39	1.205	0.01
1.41	1.14	0.0095
1.43	1.065	0.009
1.45	1.005	0.0085
1.47	0.945	0.008
1.49	0.895	0.0075
1.51	0.845	0.007
1.53	0.8	0.007
1.55	0.75	0.0065
1.57	0.705	0.0065
1.59	0.67	0.006
1.61	0.63	0.0055
1.63	0.6	0.0055
1.65	0.565	0.005
